,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
56308,Can smell fear,Yes,Surprising resilience,Sleep paralysis,None,Glossophobia,Black Cotton Tank,Appreciation for the complexity of human behavior,White Futurist with Mirror Lens,Black Knee High Leather Boots,Can take a punch,4,12,14,2,8,3,1,1,,Black Short Sai,,,Triangle,Moon Patterns,,,,,Mustache,Natural,Light Brown,Short Messy,Light Rain,Black Leather Pants with Buckles
56309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56314,Excellent at reading people,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Natural born leader,Black Leather Moto Jacket with Black Cotton Crew,You have a childlike sense of wonder,Black Morpheus with Dark Mirrored Lens,Black Leather Neo Combat Boot,Scrappy,10,7,8,4,11,5,1,1,Dark Wood Staff,Black Arm Pole,,,,,,,,,Stubble,Natural,Black,Short Sideswept Fringe,Medium Rain,Green Leather Pants with Buckles
56315,Can hear a bee's wings,Yes,Unshakable resolve,Pretty light on your feet,None,You're a bit of a charmer,Black Snakeskin Trench Coat wtih Black Patent Leather Tank,Self-induced illusions fade,,Green Knee High Leather Boots,Can take a punch,7,8,10,6,12,3,1,1,,,,,,,,,,,,Natural,Dark Brown,Long Afro,Medium Rain,Black Cotton Wool Slacks with Buckles
56316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56317,Can hear a heartbeat a mile away,Yes,Unshakable resolve,Sleep paralysis,None,Your significant other's mom loves you,Green Cotton Tank,Learning to regulate emotions,Round Black with Black Lens,Patent White Leather Combat Cuff Boot,Can take a punch,8,9,12,2,12,3,1,1,,Black Gun,,,Sierpiński Triangle,Small Arrows,,Leather Choker,,,,Neon Red,Dark Brown,Bob with Fringes,Heavy Rain,Red Cotton Martial Arts Pants
56318,Can see over the horizon,Yes,True grit,Sleep paralysis,None,People follow you blindly,Black Wool Mandarin Trench Coat,You have walked the manifold path,Black Hex with Purple Polarized Lens,Red Knee High Leather Boots,Can put up a fight,11,14,13,2,9,4,1,1,,Black Long Sai,,,,,Silver Earrings,,,Smirk,,Natural,Dark Brown,Buzz Cut,Light Rain,Black Leather Pants with Buckles
56319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56321,Can see over the horizon,Yes,Quiet confidence,Running circles around enemies,None,Your significant other's mom loves you,Black Patent Leather Crewneck Tunic,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,8,10,13,7,10,2,1,1,,Phone,,,,,,,,,,Light Blue,Auburn,Short Updo,Light Rain,Black Cotton Wool Slacks with Buckles
56322,Can smell fear,Yes,Steps forward as others flee,Running circles around enemies,None,Could sell ice to an eskimo,White Patent Lather Trench Coat with White Cotton Oxford and Black Tie,You forgot your mantra,,Black Leather Neo Combat Boot,Can put up a fight,9,5,14,7,13,4,1,1,,Black Gun,,,,,,,,Meditative,,Natural,Dark Brown,Short Messy,Light Rain,Black Patent Leather Pants with Buckles
56323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56327,Can hear a bee's wings,Yes,Unshakable resolve,Two left feet,None,Glossophobia,Black Leather Tank,Appreciation for the complexity of human behavior,,Green Leather Combat Cuff Boot,Can take a punch,4,12,10,3,12,3,1,1,,,,,Circle,Shaded Moon Patterns,Black Earrings,Leather Choker,,Scowl,,Natural,Blonde,Short Coil,Light Rain,Black Cotton Wool Slacks with Buckles
56328,You've got a bad feeling about this,Yes,Quiet confidence,Two left feet,None,Maintains status quo,Green Cotton Martial Arts Top,Laughing at your mistakes,,Black Knee High Leather Boots,Can take a punch,5,10,9,3,10,3,1,1,Katana with White Handle and Silver Blade,,,,,,Black Erl,,,Smirk,Stubble,Natural,Dark Brown,Long Afro,Light Rain,Black Cotton Leggings
56329,Can see around corners,Yes,Incredible moral fiber,Sleep paralysis,None,Maintains status quo,Charcoal Cotton Longsleeve Crew,You know the sound of one hand clapping,Black Neo with Mirror Lens,Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,5,13,11,2,11,2,1,1,Phone,Katana with Black Handle and White Blade,,,,,Black Earrings,Leather Choker,Thick Leather,,,Pink,Light Brown,Short Curly Fade,Light Rain,Black Cotton Martial Arts Pants
56330,Can see around corners,Yes,Can eat just one potato chip,Two left feet,None,Natural born leader,Red Cotton Tank,You have a childlike sense of wonder,Round Black with Black Lens,Black Leather Combat Cuff Boot,Scrappy,10,7,11,3,15,5,1,1,Katana with Black Handle and Silver Blade,Black Shotgun,,,Shaded Triangle,Valknut,Black Eyebrow Ring,,,Scowl,,Dark Blue,Blonde,Short Messy,Heavy Rain,Black Cotton Leggings
56331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56332,Excellent at reading people,Yes,Quiet confidence,Sleep paralysis,None,Everything is always an option,Green Cotton Tank,Accepting the impermanence of things,Round Black with Black Lens,Black Leather Neo Combat Boot,I wouldn't mess with you,12,11,8,2,10,6,1,1,,,,,Shaded Triangle,Borromean Rings,,,,Scowl,Stubble,Natural,Black,Buzz Cut,Light Rain,Black Cotton Wool Slacks with Buckles
56333,Heightened senses,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Could probably convince a small child,Black Leather Moto Jacket with Charcoal Cotton Crew,Learning to regulate emotions,,Patent Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,3,9,7,4,10,2,1,1,Black Submachine Gun,,,,,,,,,Meditative,,Natural,Light Brown,Short Curly Fade,Medium Rain,Green Cotton Wool Slacks with Buckles
56334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56344,Can hear a heartbeat a mile away,Yes,True grit,Sleep paralysis,None,Maintains status quo,Black Cotton Crewneck Tunic,Eckhart Tolle has you on speed dial,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,I wouldn't mess with you,5,17,12,2,9,6,1,1,,,,,,,,,,,,Natural,Light Brown,Short Afro Fade,Heavy Rain,Red Leather Pants with Buckles
56345,Can see around corners,Yes,Last one standing,Sleep paralysis,None,Glossophobia,Red Cotton Longsleeve Crew,Learning to regulate emotions,Black Neo with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,4,9,11,2,14,3,1,1,Phone,,Borromean Rings,,,,"Silver Nose, Lip, Forehead",,,,,Natural,Black,Asymmetrical Bob,Heavy Rain,Green Cotton Leggings
56346,Can hear a bee's wings,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Black Leather Moto Jacket with Black Patent Leather Crew,Appreciation for the complexity of human behavior,,Black Snakeskin Combat Cuff Boot,Can take on five enemies at once,7,12,10,4,11,9,1,1,,,,,,,,,,Meditative,,White,Light Brown,Bob with Fringes,Light Rain,Black Cotton Leggings
56347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56348,Excellent at reading people,Yes,Quiet confidence,Two left feet,None,You're a bit of a charmer,Black Wool Mandarin Trench Coat,Learning to regulate emotions,Round Black with Black Lens,Green Leather Combat Cuff Boot,You come in like a wrecking ball,7,9,8,3,10,11,1,1,Dark Wood Staff,Silver Submachine Gun,,,,,,,,,,Natural,Blonde,Short Curly Fade,Light Rain,Green Cotton Wool Slacks with Buckles
56349,Can hear a bee's wings,Yes,Unshakable resolve,Sleep paralysis,None,You're a bit of a charmer,Black Patent Leather Moto Jacket with Charcoal Leather Crew,Laughing at your mistakes,,Black Leather Combat Cuff Boot,Scrappy,7,10,10,2,12,5,1,1,Phone,Phone,,Intersecting Triangles,,,,,,Smirk,,Natural,Black,,Heavy Rain,Black Cotton Leggings
56350,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Running circles around enemies,None,Your significant other's mom loves you,Black Cotton Mandarin Tunic,Accepting the impermanence of things,,Black Knee High Leather Boots,Scrappy,8,11,12,7,11,5,1,1,Phone,Silver Arm Pole,,,,,Black Earrings,Leather Choker,,Meditative,,Natural,Black,Buzz Cut,Heavy Rain,Black Cotton Wool Slacks with Buckles
56351,You've got a bad feeling about this,Yes,Stiff upper lip,Sleep paralysis,None,Could probably convince a small child,Black Cotton Tunic with Buttons,Laughing at your mistakes,,Patent Black Leather Combat Cuff Boot,Can put up a fight,3,10,9,2,7,4,1,1,,,,,,,,Leather Choker,,,,Natural,Blonde,Buzz Cut,Light Rain,Green Leather Leggings
56352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56353,"You read the instructions, twice",Yes,Stiff upper lip,Sleep paralysis,None,People smile back at you,Red Wool Mandarin Trench Coat,Accepting the impermanence of things,Round Black with Black Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,6,11,4,2,7,4,1,1,,,,,,,,,,Scowl,,Pink,Light Brown,Buzz Cut,Heavy Rain,Black Leather Leggings
56354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56357,Can hear a bee's wings,Yes,Unshakable resolve,Getting the hang of it,None,Could sell ice to an eskimo,Black Cotton Tank,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,9,11,10,5,12,3,1,1,Phone,Katana with White Handle and Gold Blade,,,Shaded Circle,Small Arrows,,Leather Choker,Studded Leather,,Stubble,Natural,Black,Buzz Cut,Light Rain,Green Cotton Wool Slacks with Buckles
56358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56360,You've got a bad feeling about this,Yes,Incredible moral fiber,Two left feet,None,Natural born leader,Black Cotton Martial Arts Top,Laughing at your mistakes,Translucent Hex with Red Polarized Lens,Black Leather Combat Cuff Boot,Can take a punch,10,10,9,3,11,3,1,1,,,,,,,Black Earrings,,,,,Natural,Light Brown,Short Pixie,Medium Rain,Green Cotton Leggings
56361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56369,Can hear a heartbeat a mile away,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Could sell ice to an eskimo,Red Leather Moto Jacket with White Cotton Crew,Laughing at your mistakes,Black Hex with Purple Polarized Lens,Black Patent Leather Neo Combat Boot,People get out of your way,9,10,12,4,9,7,1,1,,Katana with Black Handle and White Blade,,Valknut,,,,,,Smirk,,White,Dark Brown,Short Curly Fade,Light Rain,Black Leather Pants with Buckles
56370,Can see around corners,Yes,Unshakable resolve,Two left feet,None,History books will be written about you,Black Cotton Crewneck Tunic,Appreciation for the complexity of human behavior,,Black Patent Leather Neo Combat Boot,I wouldn't mess with you,16,12,11,3,12,6,1,1,,Silver Arm Pole,,,,,Black Earrings,,,Meditative,,Natural,Light Brown,Messy Updo Bun,Medium Rain,Black Cotton Wool Slacks with Buckles
56371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56372,Excellent at reading people,Yes,Unshakable resolve,Astonishing acrobatics,None,People smile back at you,Black Leather Trench Coat with Green Cotton Tank,You know the sound of one hand clapping,Black Neo with Mirror Lens,Black Knee High Leather Boots,The gym stops to watch you lift,6,13,8,10,12,8,1,1,Black Shotgun,Black Submachine Gun,,,,,,,,,,Natural,Black,Short Messy,Medium Rain,Red Cotton Leggings
56373,Can hear a heartbeat a mile away,Yes,Quiet confidence,Getting the hang of it,None,Could probably convince a small child,Black Leather Moto Jacket with Green Patent Leather Crew,Self-induced illusions fade,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,Scrappy,3,8,12,5,10,5,1,1,,Phone,,,,,,,,,,Natural,Light Brown,Buzz Cut,Heavy Rain,Black Cotton Wool Slacks with Buckles
56374,Can see around corners,Yes,Steps forward as others flee,Sleep paralysis,None,People smile back at you,Black Wool Mandarin Trench Coat,Appreciation for the complexity of human behavior,Black and Gold Wayfarer with Black Lens,Red Knee High Leather Boots,Can put up a fight,6,12,11,2,13,4,1,1,,Katana with Black Handle and White Blade,,,,,,,,Smirk,,Natural,Light Brown,Long Messy,Light Rain,Black Snakeskin Leggings
56375,Can see around corners,Yes,Steps forward as others flee,Sleep paralysis,None,People smile back at you,Black Wool Mandarin Trench Coat,Appreciation for the complexity of human behavior,Black and Gold Wayfarer with Black Lens,Red Knee High Leather Boots,Can put up a fight,6,12,11,2,13,4,1,1,,Katana with Black Handle and White Blade,,,,,,,,Smirk,,Natural,Light Brown,Long Messy,Light Rain,Black Snakeskin Leggings
56376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56377,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Borderline mind control,Green Leather Longsleeve Crew,Appreciation for the complexity of human behavior,Black Neo with Mirror Lens,Green Leather Combat Cuff Boot,Can take on five enemies at once,19,12,11,3,11,9,1,1,,Phone,,,,,,,Studded Leather,,,Natural,Dark Brown,,Light Rain,Red Cotton Martial Arts Pants
56378,You've got a bad feeling about this,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Natural born leader,Black Leather Trench Coat with Black Cotton Oxford and Red Tie,Learning to regulate emotions,Black Wayfarer with Black Lens,Patent White Leather Combat Cuff Boot,I wouldn't mess with you,10,9,9,4,11,6,1,1,,Katana with White Handle and Silver Blade,,,,,,,,,Goatee,Natural,Blonde,Short Coil,Heavy Rain,Black Cotton Wool Slacks with Buckles
56379,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Sleep paralysis,None,Glossophobia,Red Leather Trench Coat with White Cotton Oxford and Black Tie,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,Can put up a fight,4,12,12,2,11,4,1,1,,,,,,,,,,,,Natural,Black,Long Messy,Light Rain,Green Cotton Wool Slacks with Buckles
56380,You've got a bad feeling about this,Yes,Quiet confidence,Two left feet,None,Glossophobia,Black Cotton Mandarin Tunic,You know the sound of one hand clapping,Black Futurist with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,4,13,9,3,10,4,1,1,Phone,,,,,,"Black Nose, Lip, Forehead",,,Smirk,,Pink,Black,Braids,Heavy Rain,Black Cotton Leggings
56381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56403,Heightened senses,Yes,True grit,Two left feet,None,People follow you blindly,Green Leather Tank,Reality is seen as it is,Black Neo with Mirror Lens,Black Leather Combat Cuff Boot,Can put up a fight,11,15,7,3,9,4,1,1,,,,,Triforce,Small Arrows,,,,,Thin,Natural,Dark Brown,Short Pixie,Light Rain,Black Cotton Wool Slacks with Buckles
56404,Can hear a bee's wings,Yes,Quiet confidence,Sleep paralysis,None,Maintains status quo,Black Patent Leather Tank,Appreciation for the complexity of human behavior,Round Black with Black Lens,Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,5,12,10,2,10,2,1,1,,Katana with Black Handle and Silver Blade,,,Alchemy,,Black Earrings,,,,,Yellow,Black,Pulled Back Short,Heavy Rain,Green Cotton Wool Slacks with Buckles
56405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56406,Can see around corners,Yes,Surprising resilience,Getting the hang of it,None,Your significant other's mom loves you,White Cotton Longsleeve Crew,Appreciation for the complexity of human behavior,,Red Leather Combat Cuff Boot,The gym stops to watch you lift,8,12,11,5,8,8,1,1,,Silver Gun,,,,,,,Studded Leather,,,Natural,Blonde,,Light Rain,White Cotton Wool Slacks with Buckles
56407,Can hear a bee's wings,Yes,Steps forward as others flee,Two left feet,None,Your significant other's mom loves you,Green Cotton Tank,Self-induced illusions fade,Round Black with Black Lens,White Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,8,8,10,3,13,2,1,1,Black Gun,Black Submachine Gun,,Intersecting Squares,Borromean Rings,,,,,,,Natural,Dark Brown,Pulled Back Short,Light Rain,Green Patent Leather Pants with Buckles
56408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56415,Can see around corners,Yes,Quiet confidence,Sleep paralysis,None,Glossophobia,Green Snakeskin Crewneck Tunic,Learning to regulate emotions,Round Silver with Mirror Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,4,9,11,2,10,3,1,1,,Phone,,,,,,Leather Choker,,Smirk,Thin,Natural,Black,Long Afro,Heavy Rain,Black Leather Leggings
56416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56417,Nothing gets past you,Yes,Quiet confidence,Two left feet,None,Your significant other's mom loves you,Green Cotton Tank,Appreciation for the complexity of human behavior,,Red Patent Leather Neo Combat Boot,Can put up a fight,8,12,6,3,10,4,1,1,Katana with Black Handle and Silver Blade,Katana with Black Handle and White Blade,,,Intersecting Triangles,,Black Eyebrow Ring,,,Meditative,,Natural,Dark Brown,Short Afro Fade,Light Rain,Black Cotton Wool Slacks with Buckles
56418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56425,Heightened senses,Yes,Incredible moral fiber,Pretty light on your feet,None,People smile back at you,Green Cotton Crewneck Tunic,Laughing at your mistakes,White Futurist with Mirror Lens,Black Patent Leather Knee High Boots,Can put up a fight,6,10,7,6,11,4,1,1,,Black Submachine Gun,,,,,Black Earrings,Leather Cuff,,Smirk,Stubble,White,Light Brown,Short Curly Fade,Heavy Rain,Black Leather Pants with Buckles
56426,Can see over the horizon,Yes,True grit,Running circles around enemies,None,Maintains status quo,Black Cotton Martial Arts Top,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,I wouldn't mess with you,5,12,13,7,9,6,1,1,Katana with Black Handle and Silver Blade,,,,,,,,,,,Natural,Blonde,Buzz Cut,Heavy Rain,Black Snakeskin Pants with Buckles
56427,Can see around corners,Yes,Surprising resilience,Always picked first,None,Glossophobia,Black Cotton Longsleeve Crew,Appreciation for the complexity of human behavior,Black Morpheus with Dark Mirrored Lens,Black Patent Leather Neo Combat Boot,Can put up a fight,4,12,11,8,8,4,1,1,,,,Shaded Triangle,,,,,Studded Leather,,,Pink,Light Grey,Short Coil,Light Rain,Black Cotton Wool Slacks with Buckles
56428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56430,Can see around corners,Yes,Surprising resilience,Two left feet,None,Nobody's buying it,Charcoal Leather Longsleeve Crew,Appreciation for the complexity of human behavior,Round Silver with Mirror Lens,Patent Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,2,12,11,3,8,2,1,1,,Katana with Black Handle and Silver Blade,,,,,,,Thick Leather,,Goatee,Natural,Black,Short Messy,Heavy Rain,Black Cotton Martial Arts Pants
56431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56433,Can hear a bee's wings,Yes,Stiff upper lip,Sleep paralysis,None,People smile back at you,Black Cotton Tunic with Buttons,Laughing at your mistakes,,Black Leather Neo Combat Boot,I wouldn't mess with you,6,10,10,2,7,6,1,1,,Katana with White Handle and Silver Blade,Borromean Rings,,,,,,,,Thin,White,Black,Long Afro,Light Rain,Black Leather Pants with Buckles
56434,Can hear a bee's wings,Yes,True grit,Two left feet,None,People smile back at you,Black Cotton Mandarin Tunic,Laughing at your mistakes,,Green Leather Combat Cuff Boot,Can put up a fight,6,10,10,3,9,4,1,1,,Black Arm Pole,,,,,Silver Erl,,,Smirk,,Natural,Light Brown,Short Updo,Light Rain,Black Leather Pants with Buckles
56435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56437,Can see over the horizon,Yes,Incredible moral fiber,Two left feet,None,People smile back at you,Red Cotton Tank,Learning to regulate emotions,Round Black with Black Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,6,9,13,3,11,4,1,1,,Black Arm Pole,,,Circle,Stacking Triangles,,,Thick Leather,,,Green,Blonde,Short Messy,Medium Rain,Black Leather Pants with Buckles
56438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56439,Excellent at reading people,Yes,Quiet confidence,Running circles around enemies,None,Natural born leader,Black Cotton Tank,Learning to regulate emotions,Black Futurist with Black Lens,Patent Green Leather Combat Cuff Boot,Can take a punch,10,9,8,7,10,3,1,1,,Katana with Black Handle and Silver Blade,,,Intersecting Squares,,,,Studded Leather,,,Natural,Light Brown,,Medium Rain,Red Cotton Martial Arts Pants
56440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56452,Can see around corners,Yes,Incredible moral fiber,Sleep paralysis,None,Could probably convince a small child,Green Wool Mandarin Trench Coat,Appreciation for the complexity of human behavior,,Black Leather Neo Combat Boot,Can take a punch,3,12,11,2,11,3,1,1,,Black Submachine Gun,,,,,Black Earrings,,,,,Natural,Black,Faux Hawk,Light Rain,Green Leather Leggings
56453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56456,Can see around corners,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Green Patent Leather Trench Coat with Black Cotton Tank,Laughing at your mistakes,,Black Leather Neo Combat Boot,Can take a punch,7,10,11,4,11,3,1,1,,Black Gun,,,,,Gold Earrings,,,,,Natural,Blonde,Short Messy,Heavy Rain,Black Cotton Leggings
56457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
